"catch-difficulty","catch-phrase","color-1","color-2","creature-type","critterpedia-filename","critterpedia-image","description","furniture-filename","furniture-image","hha-base-points","hha-category","icon-filename","icon-image","id","lighting-type","movement-speed","name","nh-apr","nh-aug","nh-dec","nh-feb","nh-jan","nh-jul","nh-jun","nh-mar","nh-may","nh-nov","nh-oct","nh-sep","sell","sh-apr","sh-aug","sh-dec","sh-feb","sh-jan","sh-jul","sh-jun","sh-mar","sh-may","sh-nov","sh-oct","sh-sep","shadow","size","spawn-rates","surface","total-catches-to-unlock","vision","weather","where-how"
NA,"I caught a miyama stag! Its mandibles are jaw-dropping!","Black","Black","Insect","InsectMiyamakuwagata","https://acnhcdn.com/latest/BookInsectIcon/InsectMiyamakuwagataCropped.png","The miyama stag has protrusions on its head that resemble ears... And yet, the ugly lumps are not ears! It is, however, called a ""stag"" beetle because of the large, deer-like horns upon its head. And the word ""miyama"" in its name means ""deep mountain"" in Japanese. Feel free to call it what you like. I will simply call it DISGUSTING. ""Disgusting stag beetle"" does have a ring.","FtrInsectMiyamakuwagata","https://acnhcdn.com/latest/FtrIcon/FtrInsectMiyamakuwagataCropped.png",64,"Pet","Ins45","https://acnhcdn.com/latest/MenuIcon/Ins45.png","I56",NA,NA,"miyama stag",NA,"All day",NA,NA,NA,"All day",NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,"All day","All day",NA,NA,NA,NA,NA,NA,NA,NA,"1x1","35","Yes",0,NA,"Any weather","On trees (any kind)"
NA,"I caught a mole cricket! I really dug it!","Brown","Yellow","Insect","InsectOkera","https://acnhcdn.com/latest/BookInsectIcon/InsectOkeraCropped.png","Be warned, there is nowhere one might hide from the mole cricket. This plump pest has powerful front claws made for digging holes, and oh how it loves to burrow underground! A cousin to the grasshopper, it also has wings and can easily take to the air. And I swear this on my pinfeathers... Some have even been seen walking on water! Oh mercy, I may need a moment. This is making me feel rather woozy...","FtrInsectOkera","https://acnhcdn.com/latest/FtrIcon/FtrInsectOkeraCropped.png",64,"Pet","Ins33","https://acnhcdn.com/latest/MenuIcon/Ins33.png","I37",NA,NA,"mole cricket","All day",NA,"All day","All day","All day",NA,NA,"All day","All day","All day",NA,NA,500,NA,"All day",NA,NA,NA,"All day","All day",NA,"All day","All day","All day","All day",NA,"1x1","30","Yes",0,NA,"Any weather","Underground (dig where noise is loudest)"
NA,"I caught a monarch butterfly! Guess the butterflies are a democracy now!","Orange","Blue","Insect","InsectOhkabamadara","https://acnhcdn.com/latest/BookInsectIcon/InsectOhkabamadaraCropped.png","Did you know the monarch butterfly migrates south for the winter and returns north for the summer? Indeed, these horrid orange beasties do not tolerate the cold and travel 3,000 miles to escape the winter. During the journey, they cluster together in trees by the thousands just to stay warm. Imagine! Hordes of the foul flittering fiends huddled together in one place! If only they'd put on tiny coats instead.","FtrInsectOhkabamadara","https://acnhcdn.com/latest/FtrIcon/FtrInsectOhkabamadaraCropped.png",64,"Pet","Ins4","https://acnhcdn.com/latest/MenuIcon/Ins4.png","I8",NA,NA,"monarch butterfly",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 AM – 5 PM","4 AM – 5 PM","4 AM – 5 PM",140,"4 AM – 5 PM",NA,NA,NA,NA,NA,NA,"4 AM – 5 PM","4 AM – 5 PM",NA,NA,NA,NA,"1x1","70","Yes",0,NA,"Any except rain","Flying near flowers"
NA,"I caught a mosquito! It's itching for a fight!","Black","White","Insect","InsectKa","https://acnhcdn.com/latest/BookInsectIcon/InsectKaCropped.png","As everyone knows, the mosquito is a vampiric pest that sucks blood from innocent bystanders. But did you know that only the females suck blood? Hoo! It's true! They need it to make their eggs. When they sink their snout into our skin, they inject us with a saliva that helps them slurp up their meal. It's that saliva that makes us itch and scratch, you know. Hoo! So rude!","FtrInsectKa","https://acnhcdn.com/latest/FtrIcon/FtrInsectKaCropped.png",64,"Pet","Ins58","https://acnhcdn.com/latest/MenuIcon/Ins58.png","I73",NA,NA,"mosquito",NA,"5 PM – 4 AM",NA,NA,NA,"5 PM – 4 AM","5 PM – 4 AM",NA,NA,NA,NA,"5 PM – 4 AM",130,NA,NA,"5 PM – 4 AM","5 PM – 4 AM","5 PM – 4 AM",NA,NA,"5 PM – 4 AM",NA,NA,NA,NA,NA,"1x1","50","No",0,NA,"Any except rain","Flying"
NA,"I caught a moth! And I had a ball doing it!","Beige","Yellow","Insect","InsectGa","https://acnhcdn.com/latest/BookInsectIcon/InsectGaCropped.png","Many think the moth is strictly a nocturnal creature. Alas, no! These frightful fluttering beasts have been known to haunt the daylight and twilight hours too. Thus, there is no time of day one might escape the moth trait I dislike most of all—those feathery antennae! The mere thought of them gives my feathers goosebumps. And I'm no goose.","FtrInsectGa","https://acnhcdn.com/latest/FtrIcon/FtrInsectGaCropped.png",64,"Pet","Ins9","https://acnhcdn.com/latest/MenuIcon/Ins9.png","I13",NA,NA,"moth","7 PM – 4 AM","7 PM – 4 AM","7 PM – 4 AM","7 PM – 4 AM","7 PM – 4 AM","7 PM – 4 AM","7 PM – 4 AM","7 PM – 4 AM","7 PM – 4 AM","7 PM – 4 AM","7 PM – 4 AM","7 PM – 4 AM",130,"7 PM – 4 AM","7 PM – 4 AM","7 PM – 4 AM","7 PM – 4 AM","7 PM – 4 AM","7 PM – 4 AM","7 PM – 4 AM","7 PM – 4 AM","7 PM – 4 AM","7 PM – 4 AM","7 PM – 4 AM","7 PM – 4 AM",NA,"1x1","25","No",0,NA,"Any except rain","Flying near light sources"
NA,"I caught an orchid mantis! Our friendship is blooming!","White","Pink","Insect","InsectHanakamakiri","https://acnhcdn.com/latest/BookInsectIcon/InsectHanakamakiriCropped.png","The orchid mantis is a bug whose brilliant colors and petal-shaped limbs give it the look of a flower. This masterful mimicry allows it to hide from predators in among the orchids. But oh this fraudulent flower! It lures other insects in to drink its nectar... And makes a meal of them instead! Imagine! To behold a beautiful bud... only to discover it's a bug instead! A repulsive revelation indeed!","FtrInsectHanakamakiri","https://acnhcdn.com/latest/FtrIcon/FtrInsectHanakamakiriCropped.png",64,"Pet","Ins16","https://acnhcdn.com/latest/MenuIcon/Ins16.png","I23",NA,NA,"orchid mantis","8 AM – 5 PM","8 AM – 5 PM",NA,NA,NA,"8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM",2400,"8 AM – 5 PM",NA,"8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM",NA,NA,"8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM",NA,"1x1","15","Yes",20,NA,"Any except rain","On white flowers"
NA,"I caught a paper kite butterfly! Do I read it, fly it, or spreadit on toast?","White","Yellow","Insect","InsectOhgomamadara","https://acnhcdn.com/latest/BookInsectIcon/InsectOhgomamadaraCropped.png","With its black-and-white-striped wing pattern, the paper kite butterfly is both elegant and pretty... PRETTY POISONOUS I MEAN! Hoo dear! Where was I? Oh yes... Even this butterfly's black-and-white-striped larva and little golden pupae are toxic to predators. Indeed, the paper kite butterfly's foul flavor is famous, and thus birds, in particular, steer clear of the fiends. THIS bird most of all!","FtrInsectOhgomamadara","https://acnhcdn.com/latest/FtrIcon/FtrInsectOhgomamadaraCropped.png",64,"Pet","Ins73","https://acnhcdn.com/latest/MenuIcon/Ins73.png","I6",NA,NA,"paper kite butterfly","8 AM – 7 PM","8 AM – 7 PM","8 AM – 7 PM","8 AM – 7 PM","8 AM – 7 PM","8 AM – 7 PM","8 AM – 7 PM","8 AM – 7 PM","8 AM – 7 PM","8 AM – 7 PM","8 AM – 7 PM","8 AM – 7 PM",1000,"8 AM – 7 PM","8 AM – 7 PM","8 AM – 7 PM","8 AM – 7 PM","8 AM – 7 PM","8 AM – 7 PM","8 AM – 7 PM","8 AM – 7 PM","8 AM – 7 PM","8 AM – 7 PM","8 AM – 7 PM","8 AM – 7 PM",NA,"1x1","20","Yes",0,NA,"Any except rain","Flying near flowers"
NA,"I caught a peacock butterfly! Now it's my turn to strut my stuff!","Green","Blue","Insect","InsectKarasuageha","https://acnhcdn.com/latest/BookInsectIcon/InsectKarasuagehaCropped.png","Pretty as a peacock? Bah, I say! The wings of the peacock butterfly may have a pattern similar to that of the beautiful bird... But its forewings are also often covered in a dark, velvety hair! You heard right! HAIRY wings! A hair-raising revelation indeed!","FtrInsectKarasuageha","https://acnhcdn.com/latest/FtrIcon/FtrInsectKarasuagehaCropped.png",64,"Pet","Ins3","https://acnhcdn.com/latest/MenuIcon/Ins3.png","I4",NA,NA,"peacock butterfly","4 AM – 7 PM",NA,NA,NA,NA,NA,"4 AM – 7 PM","4 AM – 7 PM","4 AM – 7 PM",NA,NA,NA,2500,NA,NA,"4 AM – 7 PM",NA,NA,NA,NA,NA,NA,"4 AM – 7 PM","4 AM – 7 PM","4 AM – 7 PM",NA,"1x1","5","Yes",20,NA,"Any except rain","Flying near blue/purple/black flowers"
NA,"I caught a pill bug! That's a tough act to swallow!","Black","Blue","Insect","InsectDangomushi","https://acnhcdn.com/latest/BookInsectIcon/InsectDangomushiCropped.png","Blech, the pill bug! Children delight at the way these beasts roll into balls when poked... But the appeal is utterly lost on me. One look at their leggy undersides... Hoo! Ewww! How they wriggle! Young pill bugs shed their exo- skeletons as they grow, and in doing so, sprout another pair of legs. As if 12 appendages weren't alarming enough! Yuck, I say. Yuck!","FtrInsectDangomushi","https://acnhcdn.com/latest/FtrIcon/FtrInsectDangomushiCropped.png",64,"Pet","Ins57","https://acnhcdn.com/latest/MenuIcon/Ins57.png","I76",NA,NA,"pill bug","11 PM – 4 PM",NA,"11 PM – 4 PM","11 PM – 4 PM","11 PM – 4 PM",NA,"11 PM – 4 PM","11 PM – 4 PM","11 PM – 4 PM","11 PM – 4 PM","11 PM – 4 PM","11 PM – 4 PM",250,"11 PM – 4 PM","11 PM – 4 PM","11 PM – 4 PM",NA,NA,"11 PM – 4 PM","11 PM – 4 PM","11 PM – 4 PM","11 PM – 4 PM","11 PM – 4 PM","11 PM – 4 PM","11 PM – 4 PM",NA,"1x1","50","No",0,NA,"Any weather","From hitting rocks"
NA,"I caught a pondskater! Wonder if it can do a pond ollie...","Black","Blue","Insect","InsectAmenbo","https://acnhcdn.com/latest/BookInsectIcon/InsectAmenboCropped.png","Putrid pondskaters! They walk on water, you know...which is most preposterous! It is a trick they perform by secreting oil onto the hairs of their feet. To which I say BLEEECH! And one must wonder... What will they do next? Walk on air? Walk through walls? Perish the thought...","FtrInsectAmenbo","https://acnhcdn.com/latest/FtrIcon/FtrInsectAmenboCropped.png",64,"Pet","Ins27","https://acnhcdn.com/latest/MenuIcon/Ins27.png","I38",NA,NA,"pondskater",NA,"8 AM – 7 PM",NA,NA,NA,"8 AM – 7 PM","8 AM – 7 PM",NA,"8 AM – 7 PM",NA,NA,"8 AM – 7 PM",130,NA,NA,"8 AM – 7 PM","8 AM – 7 PM","8 AM – 7 PM",NA,NA,"8 AM – 7 PM",NA,"8 AM – 7 PM",NA,NA,NA,"1x1","30","No",0,NA,"Any weather","On rivers/ponds"
NA,"I caught a Queen Alexandra's birdwing! That's a feather in my cap!","Green","Pink","Insect","InsectArekisandoratoribaneageha","https://acnhcdn.com/latest/BookInsectIcon/InsectArekisandoratoribaneagehaCropped.png","Hoo! The horror! This behemoth butterfly may be called a Queen Alexandra's birdwing... But I call it the Queen of My Nightmares! It is huge! Indeed, the world's hugest. No butterfly can best its foot-long wingspan. The larvae alone grow to more than 4 inches. As if that weren't appalling enough...they're poisonous! Murderous monsters, indeed!","FtrInsectArekisandoratoribaneageha","https://acnhcdn.com/latest/FtrIcon/FtrInsectArekisandoratoribaneagehaCropped.png",64,"Pet","Ins8","https://acnhcdn.com/latest/MenuIcon/Ins8.png","I12",NA,NA,"Queen Alexandra's birdwing",NA,"8 AM – 4 PM",NA,NA,NA,"8 AM – 4 PM","8 AM – 4 PM",NA,"8 AM – 4 PM",NA,NA,"8 AM – 4 PM",4000,NA,NA,"8 AM – 4 PM","8 AM – 4 PM","8 AM – 4 PM",NA,NA,"8 AM – 4 PM",NA,"8 AM – 4 PM",NA,NA,NA,"1x1","5","Yes",50,NA,"Any except rain","Flying near flowers"
NA,"I caught a rainbow stag! Its rainbow armor is so shiny!","Brown","Black","Insect","InsectNijiirokuwagata","https://acnhcdn.com/latest/BookInsectIcon/InsectNijiirokuwagataCropped.png","Rainbows are beautiful things, I'm sure we all agree. But rainbow stag beetles? Bleech! Yes, yes, this beetle's back and belly shine with a pretty rainbow- colored luster. But that does not change the fact this bug has large pincers on its face and loves to pick a fight! If one can wish upon a rainbow, then I wish to stay far away from the rainbow stag. Perhaps I've picked the wrong profession.","FtrInsectNijiirokuwagata","https://acnhcdn.com/latest/FtrIcon/FtrInsectNijiirokuwagataCropped.png",64,"Pet","Ins48","https://acnhcdn.com/latest/MenuIcon/Ins48.png","I58",NA,NA,"rainbow stag",NA,"7 PM – 8 AM",NA,NA,NA,"7 PM – 8 AM","7 PM – 8 AM",NA,NA,NA,NA,"7 PM – 8 AM",6000,NA,NA,"7 PM – 8 AM","7 PM – 8 AM","7 PM – 8 AM",NA,NA,"7 PM – 8 AM",NA,NA,NA,NA,NA,"1x1","7","Yes",50,NA,"Any weather","On trees (any kind)"
NA,"I caught a Rajah Brooke's birdwing! Nothing else I'd rajah be doing!","Green","Pink","Insect","InsectAkaeritoribaneageha","https://acnhcdn.com/latest/BookInsectIcon/InsectAkaeritoribaneagehaCropped.png","Did you know that the repulsive Rajah Brooke's birdwing loves to luxuriate in hot-springs water? It's true! Hoo! The males gather in groups to sip the moisture while the females hide in jungle trees. And though they dress to impress in red and green, these fluttering fiends are not just stylish... They're also quite malicious! Their little larvae pack a poisonous punch that's supposed to protect them from predators... But I suspect more diabolical designs.","FtrInsectAkaeritoribaneageha","https://acnhcdn.com/latest/FtrIcon/FtrInsectAkaeritoribaneagehaCropped.png",64,"Pet","Ins7","https://acnhcdn.com/latest/MenuIcon/Ins7.png","I11",NA,NA,"Rajah Brooke's birdwing","8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM",NA,"8 AM – 5 PM",NA,NA,"8 AM – 5 PM",2500,NA,"8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM",NA,"8 AM – 5 PM","8 AM – 5 PM",NA,NA,"1x1","5","Yes",20,NA,"Any except rain","Flying near flowers"
NA,"I caught a red dragonfly! Didn't even have to roll for initiative!","Red","Orange","Insect","InsectAkiakane","https://acnhcdn.com/latest/BookInsectIcon/InsectAkiakaneCropped.png","I won't deny that the wretched red dragonfly is an elegant aeronaut. It manipulates its four wings quite uniquely so it can hover and maneuver through the air with ease. But the veins on its wings! What ghastly things! One can't help but gasp at the sight of them... Appalling aerodynamics, indeed!","FtrInsectAkiakane","https://acnhcdn.com/latest/FtrIcon/FtrInsectAkiakaneCropped.png",64,"Pet","Ins22","https://acnhcdn.com/latest/MenuIcon/Ins22.png","I32",NA,NA,"red dragonfly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 AM – 7 PM","8 AM – 7 PM",180,"8 AM – 7 PM",NA,NA,NA,NA,NA,NA,"8 AM – 7 PM",NA,NA,NA,NA,NA,"1x1","80","Yes",0,NA,"Any except rain","Flying near water"
NA,"I caught a rice grasshopper! I've been looking for agluten-free alternative...","Green","Yellow","Insect","InsectInago","https://acnhcdn.com/latest/BookInsectIcon/InsectInagoCropped.png","In point of fact, rice grasshoppers are an awful pest! They devour rice plants and wipe out the crucial crop. But revenge is sweet! These bugs are edible, you see, and so some folks eat them as way to get rid of them. When boiled in soy sauce, rice grasshoppers are quite tasty, it's said. Though why anyone would put an insect in their mouth is beyond me. The mere thought gives me the gags!","FtrInsectInago","https://acnhcdn.com/latest/FtrIcon/FtrInsectInagoCropped.png",64,"Pet","Ins67","https://acnhcdn.com/latest/MenuIcon/Ins67.png","I18",NA,NA,"rice grasshopper",NA,"8 AM – 7 PM",NA,NA,NA,NA,NA,NA,NA,"8 AM – 7 PM","8 AM – 7 PM","8 AM – 7 PM",400,"8 AM – 7 PM",NA,NA,"8 AM – 7 PM",NA,NA,NA,"8 AM – 7 PM","8 AM – 7 PM",NA,NA,NA,NA,"1x1","20","No",0,NA,"Any weather","On the ground"
NA,"I caught a robust cicada! It DOES seem pretty lively!; I caught a robust cicada! Not so energetic in the rain, huh?","Black","Blue","Insect","InsectMinminzemi","https://acnhcdn.com/latest/BookInsectIcon/InsectMinminzemiCropped.png","The robust cicada got its name from the chirping sound it makes, which is said to be quite...well...robust. But ""robust"" hardly describes it. Abrasive! Bombastic! Cacophonous! That's more like it! Beside the horrid caterwauling, this bug is known for its long wings, short body, and green coloring. But looking at a robust cicada is just as unpleasant as listening to one. My eyes AND my ears are offended.","FtrInsectMinminzemi","https://acnhcdn.com/latest/FtrIcon/FtrInsectMinminzemiCropped.png",64,"Pet","Ins18","https://acnhcdn.com/latest/MenuIcon/Ins18.png","I27",NA,NA,"robust cicada",NA,"8 AM – 5 PM",NA,NA,NA,"8 AM – 5 PM",NA,NA,NA,NA,NA,NA,300,NA,NA,NA,"8 AM – 5 PM","8 AM – 5 PM",NA,NA,NA,NA,NA,NA,NA,NA,"1x1","70","Yes",0,NA,"Any weather","On hardwood/cedar trees"
NA,"I caught a rosalia batesi beetle! That's easier to do than say!","Blue","Black","Insect","InsectRuriboshikamikiri","https://acnhcdn.com/latest/BookInsectIcon/InsectRuriboshikamikiriCropped.png","The rosalia batesi beetle is a type of longhorn beetle, so named for the long antenna upon its head. But did you know that longhorn beetles often grow antenna LONGER than their very own bodies, wot wot? As if this weren't odious enough, look closely and you will find these antenna...are covered in tufts of hair! Best not look closely, I say.","FtrInsectRuriboshikamikiri","https://acnhcdn.com/latest/FtrIcon/FtrInsectRuriboshikamikiriCropped.png",64,"Pet","Ins82","https://acnhcdn.com/latest/MenuIcon/Ins82.png","I48",NA,NA,"rosalia batesi beetle",NA,"All day",NA,NA,NA,"All day","All day",NA,"All day",NA,NA,"All day",3000,NA,NA,"All day","All day","All day",NA,NA,"All day",NA,"All day",NA,NA,NA,"1x1","2","Yes",20,NA,"Any except rain","On tree stumps"
NA,"I caught a saw stag! Now I can't unsee it!","Brown","Black","Insect","InsectNokogirikuwagata","https://acnhcdn.com/latest/BookInsectIcon/InsectNokogirikuwagataCropped.png","The saw stag got its name from the shape of its pincers. That is, its pincers look like jagged saws! And I tell you, the bigger the beetle, the more saw-like teeth its giant jaws have. I say the saw stag seems more at home in a horror film than in nature. I have terrified myself just talking about it.","FtrInsectNokogirikuwagata","https://acnhcdn.com/latest/FtrIcon/FtrInsectNokogirikuwagataCropped.png",64,"Pet","Ins46","https://acnhcdn.com/latest/MenuIcon/Ins46.png","I55",NA,NA,"saw stag",NA,"All day",NA,NA,NA,"All day",NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,"All day","All day",NA,NA,NA,NA,NA,NA,NA,NA,"1x1","20","Yes",0,NA,"Any weather","On trees (any kind)"
